views_per_month,age_months
36.79,11.71
36.46,26.83
8.33,38.04
0.30,47.25
0.21,108.69
24166.23,3.67
0.71,198.31
6.70,50.44
0.25,16.17
0.00,22.08
0.29,44.25
407.37,43.75
15.32,4.63
20.97,86.76
0.30,109.90
0.15,80.06
0.84,35.83
1.68,53.09
3.46,72.81
0.26,157.77
0.14,28.46
0.88,117.66
0.50,10.06
27.04,22.00
30.94,4.59
0.00,68.84
11.22,34.68
7.12,15.44
2.88,213.07
0.37,67.56
6.98,56.00
0.01,97.08
0.04,24.45
0.53,135.14
5.36,22.76
0.03,61.62
0.03,78.17
13.36,50.58
0.43,121.32
0.05,59.92
0.53,68.30
0.02,105.55
0.89,113.23
0.15,87.72
256.49,77.47
557.18,33.46
0.95,63.34
11.41,50.22
6.54,51.50
14.68,22.34
3.71,133.13
22.62,15.52
0.04,24.04
1.17,17.02
0.91,15.45
3.67,139.31
70.59,16.23
0.35,48.67
1.31,70.09
3.85,107.14
8.28,76.36
2.96,112.52
0.04,56.88
17.90,22.91
3.63,5.78
14.06,82.41
0.00,54.47
4.60,13.03
13.22,71.04
2.80,29.68
1.59,63.59
0.78,105.59
11.45,182.57
1.35,12.55
2.21,17.20
0.25,166.48
339.87,7.32
0.01,136.16
0.26,35.26
142.34,6.84
3.75,1.07
104.56,24.53
0.27,14.88
1.23,100.50
3.75,62.88
0.88,19.33
8.43,55.84
8.47,17.84
37.44,68.43
0.34,38.70
0.30,152.24
3.15,11.73
10.40,79.92
0.04,49.81
1.49,57.23
0.15,97.04
0.30,10.14
4.34,9.91
0.72,15.28
0.00,59.69
0.31,93.31
0.33,3.04
2.35,18.26
0.73,30.23
0.69,103.48
2.13,6.10
6.27,90.20
10.80,110.25
1.66,32.62
2.60,115.59
0.02,165.92
0.03,99.62
0.03,100.38
0.67,35.80
3.18,37.42
0.28,61.12
0.52,21.20
23.03,34.09
1.22,118.52
4.08,27.44
0.26,118.91
0.16,94.08
0.01,108.56
0.38,83.87
0.64,65.90
0.08,89.00
86.79,42.35
0.33,15.02
2.18,86.99
0.12,59.72
8.61,1.51
66.49,115.55
0.54,151.67
1.09,163.86
1.25,80.54
0.12,137.90
0.74,18.81
0.99,52.50
3.95,9.36
19.98,0.45
2.86,65.71
1.55,10.99
0.05,98.96
0.55,36.12
0.25,15.92
0.17,64.40
1.95,56.79
499.64,106.15
0.39,33.22
0.20,113.87
235.12,21.99
1.12,12.55
0.16,202.85
0.15,20.63
0.31,26.12
9.89,44.99
0.16,6.25
2.83,2.83
2.88,21.15
0.03,58.99
0.26,30.73
0.04,25.58
0.27,33.87
0.68,30.69
0.09,46.83
0.28,35.98
0.36,91.46
13.79,3.63
0.24,88.81
0.03,92.62
5.63,16.17
16.97,57.51
891.30,120.92
244.53,67.66
4.48,104.88
0.14,127.22
0.00,23.45
1.20,99.07
1.76,195.98
6.53,36.58
3.24,171.71
0.21,14.08
0.25,11.87
0.14,29.27
26457.43,2.15
0.03,94.67
0.02,129.55
46.72,11.41
1.77,41.74
35.19,8.81
19.18,74.96
0.16,24.79
3.45,0.87
2.07,21.77
0.12,56.64
1.59,9.44
0.14,62.93
23.29,28.12
0.22,116.11
59.59,25.22
0.00,4.34
3.10,4.20
41.73,155.21
1.41,19.18
43.82,37.52
2.03,71.31
0.48,92.78
0.63,52.39
714.72,68.62
1.15,85.78
0.21,89.66
4.49,69.51
0.46,52.56
12.03,6.40
0.03,39.03
0.22,95.18
14.24,18.60
4.38,56.18
28.78,50.73
195.16,60.53
0.19,36.93
2.13,7.53
334.54,10.97
0.24,37.68
2.43,8.23
65.28,2.24
2.82,184.65
0.41,55.65
0.59,226.34
0.37,2.73
3868.20,0.49
14.42,183.27
0.08,24.79
24.46,38.46
2.96,58.08
0.05,90.98
0.10,196.01
205.42,5.79
3.72,77.89
6.53,7.97
0.58,3.44
3.66,55.13
1.75,50.18
7.14,14.29
0.25,67.64
0.03,107.79
0.74,76.57
0.62,172.50
0.81,34.58
0.10,41.66
0.00,23.29
0.97,9.25
2032.17,98.68
5.89,73.65
5.45,4.77
4.25,223.36
0.35,176.49
353.14,62.21
0.06,65.77
4.23,114.94
0.65,12.22
0.01,75.83
0.13,74.94
13.36,111.59
0.06,16.08
0.03,74.23
0.14,13.90
2.41,36.95
0.16,32.06
5.03,1.39
3.50,9.13
1.35,0.74
0.11,46.12
0.97,4.11
0.07,41.14
0.06,67.29
7.21,12.07
4.52,69.19
239.28,121.95
5.18,93.93
666.29,9.74
19.79,1.57
1.72,86.44
0.61,41.15
1.61,60.31
1.26,76.96
0.00,1.58
0.02,57.12
13.30,36.47
6.46,29.74
0.08,89.97
0.07,88.28
0.45,97.47
2.52,54.27
4.79,10.43
0.32,71.84
0.06,95.50
4.77,48.05
4.84,4.96
79.41,45.94
47404.26,99.66
0.05,62.71
1.01,47.43
0.81,8.69
10.69,5.80
5.24,25.59
190.22,30.24
0.65,20.04
4512.66,7.32
0.15,155.49
0.40,12.43
30.51,4.16
12.49,8.57
18.06,22.48
0.04,91.12
0.03,64.18
27.34,107.12
9.70,38.04
0.01,107.68
21.01,31.65
1.73,5.20
28.99,27.63
1.00,73.22
910.49,2.52
2.28,178.97
1.29,228.59
1520.40,7.91
197.41,38.02
0.29,86.81
0.40,7.42
1.17,6.00
95.49,41.19
0.12,68.76
0.32,62.83
0.08,173.93
1.80,82.08
0.18,16.41
517.04,65.98
117.14,11.87
0.62,22.67
0.30,39.88
2.68,131.74
0.95,24.13
10.72,69.11
0.11,101.46
0.08,25.88
7.95,25.29
1.01,115.54
0.77,66.53
0.73,55.82
0.00,50.18
27.03,26.71
74.34,49.72
1154.52,0.53
0.49,63.04
23.66,196.62
3.01,17.27
0.36,166.67
9.30,32.69
5.31,3.01
2.90,63.15
20.96,5.20
2.68,106.15
0.06,207.26
0.06,158.82
0.16,43.61
86.46,94.19
4.97,8.05
0.69,116.66
196.23,1.10
0.13,173.64
0.69,90.66
0.74,23.07
1.33,13.53
5.42,33.21
422.26,80.10
3.54,5.36
0.38,55.99
0.12,17.26
3.62,84.00
21.38,28.82
3.54,47.69
0.20,105.57
5.75,137.62
4.05,133.40
0.40,32.39
0.53,190.93
24.25,128.56
1.30,98.67
0.00,4.10
0.93,21.55
0.10,47.76
5.96,124.58
0.00,26.19
0.19,62.77
0.00,3.67
0.22,4.48
0.00,16.14
2.53,11.87
22.09,18.83
3.96,117.55
0.10,108.20
84.40,25.38
2.48,61.19
0.08,38.69
0.17,34.57
0.00,78.66
3.87,120.80
0.15,40.44
0.11,64.82
2.06,124.90
50.43,220.13
45.24,4.22
0.00,74.79
0.50,19.86
1.51,24.50
1.08,124.63
0.61,26.36
1.87,16.54
6.71,73.29
0.36,99.32
162.58,0.81
0.34,71.17
15.79,3.04
4.22,1.89
13.87,59.34
0.06,62.23
2.63,100.29
10.85,10.60
0.46,56.53
1571.87,58.80
0.25,176.45
0.37,24.44
0.00,3.78
1.90,26.87
0.34,94.87
7.48,14.57
0.04,77.12
0.98,59.08
0.07,81.13
1.74,10.90
0.46,98.53
3.28,41.21
12.16,0.25
0.67,44.86
63.67,1.99
0.07,13.69
7.62,8.26
9.13,94.99
18.76,156.51
19039.58,49.96
0.00,6.30
14.27,128.48
6.75,44.14
3.79,1.58
6.30,6.99
0.00,10.29
21.69,4.01
0.00,61.32
0.20,74.33
43.54,27.15
0.54,12.97
2.86,47.83
0.17,108.90
0.00,68.48
2.95,12.22
0.00,68.41
3.84,18.48
1.16,37.93
34.17,4.01
3.98,153.58
5.65,2.30
65.73,0.26
1.76,46.51
3.99,32.11
2.21,29.91
0.03,66.90
0.06,110.41
0.64,206.05
1.00,33.98
0.07,90.22
0.11,44.25
0.41,120.55
1018.72,60.35
2.89,5.20
1.41,21.98
4.31,4.18
2.22,104.25
61.69,0.31
1.09,60.74
7.31,63.92
40.54,67.38
7.29,186.73
0.10,30.54
0.00,5.90
0.57,15.81
6.00,20.34
513.56,8.05
0.02,44.99
1.74,25.35
0.10,10.06
48.04,9.51
16.95,56.41
1.00,18.00
0.55,49.05
0.31,32.27
0.10,20.14
0.29,10.22
2.66,12.41
0.13,53.64
8.93,1.01
13.47,36.61
0.14,35.63
0.24,16.36
7.35,75.51
0.04,25.09
1.37,21.11
41.77,1.75
0.28,24.89
0.11,36.50
0.19,129.17
0.39,164.47
0.14,70.51
0.10,122.28
1.24,20.90
0.32,99.15
14.03,3.35
9.11,15.26
2.23,0.90
2.11,4.74
38.53,57.92
5.66,102.51
78.25,3.11
0.28,14.30
0.23,52.59
0.35,20.12
0.00,65.26
0.00,0.80
0.02,52.27
250.72,60.62
3.55,115.93
0.38,96.67
1.46,33.55
0.34,85.34
0.00,3.67
9.65,0.73
0.73,68.57
17.00,1.35
0.25,128.56
3.24,49.04
6.12,10.78
0.56,43.21
0.11,18.34
1.14,21.90
4.67,1.71
0.04,71.92
0.81,3.71
0.48,43.50
0.42,73.26
37.59,55.44
7.66,21.67
4.40,66.88
0.19,119.94
0.00,15.32
0.42,9.57
2.10,44.27
99.47,37.02
0.08,39.30
0.40,72.96
6.16,67.35
1793.77,4.54
1.29,6.20
2.14,28.51
0.17,24.18
0.00,10.70
0.03,78.38
2.49,38.21
5.30,41.11
0.20,148.93
6775.81,41.08
0.00,14.14
2.04,80.38
1.58,186.41
1.07,57.98
9.77,29.07
0.13,45.36
18.61,34.01
0.52,31.07
0.03,109.61
1.46,19.84
126.39,60.68
0.76,3.94
2.60,7.30
4.24,126.39
4.17,4.55
0.05,39.60
0.64,15.56
0.02,52.74
7.16,8.10
0.33,9.21
0.24,112.49
0.02,120.02
0.07,83.78
0.05,114.08
0.24,49.28
46.18,184.65
4.89,7.76
0.81,8.66
0.26,47.03
2.72,18.72
0.02,103.81
0.20,29.59
0.88,20.39
3.52,100.10
53.02,88.29
2.02,19.31
19.62,19.16
7.95,98.35
0.14,13.96
422.67,30.06
2.13,4.22
0.57,100.65
0.32,174.53
0.36,44.55
0.58,51.46
0.42,11.88
0.07,56.28
0.17,12.02
0.04,178.01
12.39,19.38
1.96,42.27
0.16,147.83
0.10,68.29
7.10,191.23
2.20,19.13
12.13,19.29
4.22,70.12
0.01,78.87
50.89,35.03
4.80,52.92
0.06,78.45
0.16,116.13
0.10,105.22
26.53,0.38
0.69,52.20
0.12,51.25
1.41,21.93
24.05,8.11
119.89,54.57
0.10,166.50
15.43,23.34
0.77,59.70
3.30,10.60
1.07,47.66
1.46,60.38
0.26,42.83
2.63,72.99
9.76,52.34
0.21,132.57
26.69,5.96
0.42,85.21
6.35,7.56
0.08,131.82
0.02,123.11
45.20,33.36
0.12,58.93
1.23,63.24
1.10,24.58
0.26,31.26
3.85,64.40
31.90,1.66
33.17,38.14
0.11,98.91
0.57,159.12
1.28,143.46
137.52,0.95
0.04,50.72
0.00,18.48
2.86,77.51
0.98,41.64
82.46,78.48
0.63,133.43
0.72,27.79
2.69,50.13
0.00,26.80
0.26,11.33
7.26,68.62
4.63,53.09
29.47,96.79
0.45,95.88
7.47,77.39
0.15,71.05
1.10,3.63
0.07,100.49
1.68,122.64
11.58,74.88
18.75,45.98
0.21,140.10
0.66,97.49
2.86,52.75
0.09,21.32
1.02,14.65
3.68,26.33
0.20,119.56
1.38,159.68
0.06,32.63
1.00,37.08
0.04,44.46
39.49,7.22
0.07,116.76
11.19,2.05
0.19,68.96
6.66,8.56
33.05,93.63
0.34,32.51
0.95,10.48
0.21,85.42
29.15,72.07
0.11,17.83
0.89,126.55
4.29,48.75
1.39,18.66
0.00,112.61
0.02,120.19
0.20,14.94
1.06,36.82
0.36,22.33
0.30,60.64
21.45,74.74
1.21,92.34
56.52,42.83
1.81,16.03
3.05,10.15
0.12,60.07
0.08,49.08
0.89,1.12
15.81,2.91
5.44,81.98
0.69,30.57
0.30,87.96
0.99,6.07
0.22,83.53
4.38,42.44
0.16,12.87
1.63,178.37
0.67,40.23
3.41,10.56
0.43,67.71
2.23,21.57
0.25,62.88
0.08,23.54
0.11,55.94
1.28,20.31
3755.43,97.58
0.36,73.18
1.46,197.56
2.74,9.48
0.06,160.62
0.01,69.50
0.09,46.87
0.00,51.69
42.11,164.08
0.14,135.47
12.18,8.13
1.81,12.72
0.14,125.11
0.00,74.28
5.73,155.92
0.11,163.31
0.05,190.88
2.01,36.76
172.42,173.07
0.24,42.38
0.57,3.54
0.00,17.05
2.29,16.14
0.04,26.84
0.23,73.55
100.50,42.21
0.17,36.07
0.88,84.40
11.21,58.68
0.13,104.82
7.46,3.09
12.42,51.53
7.85,194.18
2.19,94.10
0.30,20.26
44.09,4.08
0.30,46.85
2.37,17.71
56.65,0.56
42.41,70.01
0.65,215.07
1.45,22.09
0.08,173.30
1.50,81.53
16.06,0.81
4.09,8.81
1.46,42.54
0.71,94.89
0.03,87.86
1.34,19.38
0.19,83.08
13.75,75.13
0.31,67.72
0.09,121.42
0.18,39.84
6.17,151.74
0.19,141.05
0.00,57.79
44.12,100.70
0.03,130.58
5.22,9.38
188.95,1.37
0.33,143.51
2.75,2.55
43.22,61.30
302.82,37.64
3.21,163.29
0.53,37.41
3015.98,7.43
83.07,72.86
5.37,189.00
0.18,113.79
0.00,77.01
5.22,110.44
18.84,77.49
4.06,8.14
0.06,173.13
0.05,79.17
1.91,235.02
1.13,11.49
0.19,105.24
0.05,77.42
1.23,64.13
0.30,39.59
0.00,17.33
4.87,17.64
1.53,86.32
0.16,24.28
0.21,14.23
0.80,30.17
6.09,141.95
0.54,5.52
7909.17,3.08
0.76,104.21
9.11,14.81
0.29,62.75
0.76,39.43
0.37,73.54
0.35,14.18
4.37,164.33
13.27,26.14
0.80,50.06
11.28,27.57
1.39,87.22
59.58,2.55
7.15,64.31
1.83,73.92
14.94,10.44
6.68,30.23
0.17,72.55
0.44,166.36
0.00,23.01
2.39,176.63
18.06,12.74
0.04,48.41
0.06,31.24
0.12,199.86
2772.21,17.32
0.60,21.77
35.96,0.17
0.33,29.98
0.10,61.49
0.37,42.79
5.41,48.62
19.61,121.28
32.11,17.50
83.77,32.30
0.31,90.10
2.34,21.80
26.18,40.87
0.07,124.27
180.69,9.96
0.89,113.12
0.46,34.89
4.58,23.13
0.12,178.17
6.99,24.89
0.91,39.40
0.38,75.45
18.89,104.31
2.19,88.76
0.56,52.25
0.09,65.92
0.37,48.13
24696.03,62.12
2.96,40.50
0.07,56.75
16.06,68.36
261.53,13.03
0.44,174.49
2.89,20.09
0.16,24.63
19.78,16.18
0.95,166.86
0.34,26.25
5.31,43.49
0.38,170.80
0.25,110.47
0.40,10.09
206.32,4.85
0.21,118.19
0.02,45.12
34.21,36.36
0.77,6.47
0.64,12.43
708.27,62.11
3.67,4.63
0.00,48.86
1.04,20.12
4105.98,8.28
8.36,39.93
0.17,127.06
3.71,104.10
21.97,3.32
72.57,78.57
14.84,18.13
2.77,71.08
0.87,69.85
0.15,192.81
157.75,21.86
0.60,177.86
0.20,20.42
2.23,40.40
0.43,93.49
0.00,1.14
5.89,136.34
45.19,34.39
0.03,87.19
4.23,30.47
0.21,151.11
2.23,40.78
25.03,19.81
0.44,82.51
4.44,68.95
0.34,17.74
11.41,14.98
3.79,42.43
0.05,21.45
102.59,6.87
0.49,155.65
0.22,125.57
0.72,16.58
0.20,210.11
0.42,181.89
2.46,63.84
0.21,66.77
0.14,84.42
16.77,0.78
0.03,96.52
0.55,82.55
1.74,6.89
127.22,93.69
91.93,1.76
0.09,103.58
2.33,5.58
0.47,98.36
6.24,55.28
1.29,31.06
0.79,104.09
5.80,74.31
0.21,28.73
1.61,9.33
30.28,10.77
5.77,70.76
0.39,28.49
0.98,6.14
16.74,162.14
2.23,10.77
0.11,37.30
1.01,22.88
0.37,141.66
0.10,90.46
6.39,226.32
10.03,61.59
0.05,20.02
0.06,86.86
1.05,57.13
0.00,14.84
1.72,12.18
20.59,108.16
46.01,103.66
50.53,111.55
7.25,73.62
0.52,46.30
1.15,22.67
30.13,1.00
0.00,36.43
0.01,139.81
0.28,24.71
1.99,109.33
0.59,49.05
50.58,69.20
0.36,16.48
54.78,0.55
1.50,5.34
0.55,14.61
1.16,2.59
1.00,40.96
20.02,1.40
0.53,31.90
1.97,4.57
628.96,7.18
0.74,24.38
4.33,19.15
21.59,17.14
0.23,168.10
0.19,128.88
0.08,106.00
45.26,37.61
0.77,31.23
12.62,88.66
0.11,121.71
0.03,97.60
0.25,208.60
211.41,99.44
1.76,65.94
2.35,70.13
0.40,106.17
0.39,84.85
0.41,126.76
7.88,85.23
10.99,12.83
0.49,73.88
7.38,6.23
0.00,65.19
2.18,48.54
0.05,77.11
1.76,153.82
8.40,0.60
217.55,53.48
0.16,6.38
1.72,55.95
13.50,229.14
24.41,44.37
16.19,0.06
2.31,124.92
18.48,20.13
5.27,28.09
0.74,5.41
38.23,40.80
1592.98,72.43
8.97,17.84
46.14,75.82
42.60,145.08
5.31,14.12
0.33,6.03
0.67,11.86
55.52,41.86
65.40,8.07
7.00,126.47
3.12,80.72
2.95,58.66
0.08,48.21
171.72,14.55
27.72,68.79
2.52,71.77
135.76,32.97
0.00,33.55
1.10,23.69
0.68,100.39
0.16,121.33
0.07,27.48
0.06,86.47
1.00,3.00
0.73,15.10
0.58,46.43
6.07,35.91
1.21,23.18
4.46,69.69
0.00,12.45
4.64,0.22
0.38,57.78
0.75,56.17
0.13,82.41
0.48,228.78
0.35,45.57
1.33,10.49
0.25,64.03
0.20,35.52
4.15,61.63
1.04,5.77
108.77,51.77
0.58,27.55
4.47,28.88
0.00,100.62
25.06,50.52
0.06,49.65
2.54,41.34
34.24,115.91
97.87,2.91
829.89,10.12
0.10,41.96
0.63,140.36
260.93,126.19
19.45,102.95
0.03,61.41
2.09,38.19
0.00,117.95
0.73,71.37
0.87,72.68
0.52,65.04
11.64,200.93
0.50,10.04
0.33,138.93
8.43,10.67
0.46,162.17
0.02,62.74
0.34,104.20
0.75,69.04
0.74,137.38
9.18,105.64
1.26,7.16
30.86,48.21
1.00,49.04
0.47,179.62
0.69,39.09
1.29,23.94
9.78,63.72
1.32,70.46
149.03,13.09
0.13,81.90
0.68,134.46
0.00,46.33
0.21,182.12
6.04,43.01
0.22,94.91
2.59,69.20
0.24,29.17
0.12,16.89
30.82,15.60
13.56,7.59
1.29,168.64
2.13,2.82
0.17,69.48
0.03,31.57
0.00,19.90
27.26,60.81
0.48,39.54
2.01,150.41
5.33,38.08
0.45,114.05
0.18,94.22
1.05,68.68
0.04,24.50
0.21,69.80
0.32,161.00
0.07,113.85
24.54,109.82
1.08,56.58
8.40,22.38
0.00,88.81
13.85,37.10
0.27,93.76
4.34,12.45
0.23,136.18
0.02,50.41
6.08,43.27
59743.34,118.20
5.95,9.91
1.85,40.02
0.04,53.12
0.42,108.54
0.73,145.44
16.12,15.07
3257.48,35.53
0.38,7.84
7.21,31.48
0.69,61.13
0.14,131.96
3.64,32.70
416.62,36.96
0.11,109.03
9.45,20.64
2.28,61.45
190.97,41.84
0.23,65.07
1957.51,81.29
2.66,86.73
0.34,65.53
0.57,31.62
0.35,46.19
15.18,32.34
15.34,0.91
13.21,117.90
0.00,99.54
0.19,125.09
10111.21,38.53
50.32,1.99
0.33,128.54
864.74,4.92
2222.93,43.55
0.09,68.67
492.51,2.28
0.73,16.54
78.00,131.21
0.22,97.37
1.03,71.78
448.58,91.64
28.24,0.46
0.31,61.33
0.07,56.84
0.85,119.38
1129.37,100.86
0.03,155.69
0.47,14.82
0.03,33.73
0.09,46.74
9.79,112.72
9.96,50.92
7.15,36.79
72.29,29.63
110.63,56.36
0.61,81.67
37.00,36.76
0.74,67.13
13.55,141.14
0.29,106.60
0.57,156.68
716.25,13.77
0.11,27.85
14.82,27.40
0.75,119.50
720.19,0.69
17.22,11.09
2.79,31.53
2.66,134.46
0.41,104.96
5.31,4.33
0.41,44.23
0.05,154.82
1.23,18.72
1.40,47.23
0.32,65.99
0.32,9.34
0.00,62.61
7.00,172.49
179.44,23.73
0.33,73.28
10.25,7.61
0.18,73.74
0.15,68.46
111.69,7.79
0.05,18.31
0.15,113.04
0.46,52.57
0.72,83.48
0.03,97.78
501.59,26.34
1.58,54.54
0.50,49.93
30.44,0.03
38.84,89.91
42.81,34.69
2.32,5.60
0.37,16.26
135.34,95.58
103.39,6.72
24.99,154.01
0.06,70.80
2.89,54.65
1.01,14.86
0.20,24.47
0.68,119.96
0.34,68.45
0.82,10.97
0.37,29.40
0.04,116.35
0.59,112.48
0.04,94.24
7.55,20.91
0.45,104.49
2.63,19.42
0.96,42.73
0.08,61.02
2.84,36.95
650.04,2.71
0.10,78.53
2.47,61.09
0.04,53.91
0.12,32.31
0.27,21.82
107.90,1.59
0.00,27.34
20.82,65.24
0.21,180.44
0.65,35.15
0.70,201.12
0.21,38.81
10.19,39.64
0.12,143.92
0.04,28.32
4.81,12.05
9.20,0.98
4.65,0.43
0.20,64.60
0.49,38.80
2.06,28.13
0.36,181.82
3.22,54.07
0.07,14.18
0.15,19.93
0.27,40.78
9.70,73.81
1.16,31.78
1.40,30.77
0.57,12.20
4.38,48.37
0.09,68.56
0.11,78.49
4.14,27.52
2.04,64.18
0.83,34.84
2027.44,5.08
0.04,26.12
0.59,45.96
4.41,21.08
1220.80,7.51
4.82,18.67
0.54,11.07
0.40,37.94
0.08,168.13
0.11,87.86
0.00,125.00
0.01,70.49
18.80,174.72
86215.71,0.54
11.22,48.49
9.84,3.35
0.24,12.58
0.23,34.87
3.31,49.28
456.54,0.16
1.73,56.63
0.50,47.94
103.55,10.41
2.00,189.87
4.67,58.89
7.91,53.49
4560.52,0.27
2.70,14.84
0.55,117.27
10.38,5.30
1.01,40.52
9.67,98.37
0.15,197.18
19.39,50.89
28.19,52.00
0.91,52.51
0.32,105.32
0.13,70.76
6.54,60.99
1.10,12.71
390.02,7.55
0.07,27.66
31.73,16.48
2.45,69.12
0.73,73.65
1951.56,1.34
59666.59,0.64
1667.12,18.95
1.11,0.90
40.29,74.46
193.59,102.60
0.00,24.31
0.29,41.59
15.18,2.37
43.77,12.68
0.60,87.73
0.60,86.00
0.18,147.32
2.05,171.58
23.91,26.02
0.00,11.57
3.79,70.22
0.24,50.68
699.97,35.21
1.29,5.42
0.18,22.07
865.66,179.21
0.08,97.59
0.26,66.26
0.15,79.77
1.81,27.09
0.02,104.98
2888.35,78.39
0.26,77.74
0.24,71.74
0.15,98.11
0.26,90.04
1.51,67.33
0.61,117.16
0.44,54.13
4.57,42.19
0.49,4.11
4.43,10.83
0.73,97.47
0.35,48.52
70.54,51.75
22.76,161.29
0.49,42.79
0.91,125.76
168.91,4.98
0.56,57.26
25.53,1.18
3.18,7.23
0.29,31.16
0.05,79.30
0.14,160.31
0.03,179.91
5.72,64.51
0.51,49.31
0.67,108.92
0.09,33.62
3.37,120.90
15.41,44.38
0.84,172.42
0.05,157.90
4.82,8.92
0.56,28.67
0.29,75.35
0.25,36.31
6.20,1.93
8.17,25.96
0.93,21.41
2.16,11.55
2.05,80.54
0.68,51.36
0.74,97.30
0.05,78.31
0.00,69.99
0.47,14.74
0.22,80.09
0.20,46.12
0.62,21.07
0.68,31.03
11.68,28.50
5.44,179.55
0.17,23.14
3.35,13.14
0.10,170.82
0.39,51.35
0.18,27.19
2770.17,123.20
5.46,54.02
13.60,42.14
4.44,11.93
0.22,89.94
1.59,108.23
0.01,69.34
0.43,37.05
0.38,75.42
13.39,40.03
0.40,60.10
0.42,76.29
1.75,118.03
0.09,144.87
4.02,1.00
31.83,0.28
5.06,18.37
0.73,41.03
0.06,16.76
0.15,105.43
65.48,12.57
0.00,34.40
4.79,0.63
2.29,36.24
4.81,39.94
1.00,23.00
1.39,168.16
0.26,158.94
0.24,33.91
2.78,68.44
1.17,12.84
0.13,108.95
0.00,6.13
0.65,52.22
0.02,88.64
201.02,6.42
0.00,59.15
0.00,54.03
0.00,85.97
0.08,26.57
0.00,68.89
0.70,64.43
6455.65,2.20
0.09,21.48
0.14,109.28
0.84,224.05
0.23,66.54
0.08,52.59
0.26,58.49
1.51,70.76
3.04,28.58
512.76,36.59
3.32,66.55
0.01,81.83
0.02,87.35
15.95,53.86
1.68,21.98
24.17,8.40
0.00,0.87
0.08,25.43
0.70,18.48
67.57,36.76
3.36,22.89
0.27,99.53
0.02,53.14
0.10,100.84
0.23,70.30
0.07,72.30
0.94,12.82
1.80,26.05
17.75,34.43
23.37,42.61
179.20,34.84
0.24,29.25
1.40,37.02
14.05,95.49
0.16,61.12
0.12,108.10
0.46,39.10
0.06,84.05
8.88,9.68
0.67,61.50
1.23,37.46
0.02,65.03
0.42,68.35
1.34,20.84
2.08,93.92
1205.07,115.62
7.21,33.83
0.84,16.60
0.23,70.63
2.34,72.17
487.55,69.11
11.44,139.75
1.41,59.05
6.01,76.51
0.20,50.38
25.79,68.91
0.92,110.49
0.26,83.99
8.65,67.17
41.50,46.56
2.81,29.18
34.62,13.95
0.76,60.58
0.21,19.36
1.56,97.39
860.15,36.19
0.05,156.20
1.35,5.17
0.14,56.42
0.11,176.89
21.73,62.08
1.09,99.36
1.69,126.40
0.13,127.23
0.13,37.18
17.98,4.34
6.40,87.77
1.56,135.41
135.62,72.67
1.22,108.99
0.97,74.88
0.16,153.44
8.20,0.49
0.05,83.81
199.34,0.78
0.28,17.95
646.96,0.04
0.03,30.86
0.37,48.87
0.97,79.64
21.15,40.14
3.71,4.04
1.06,79.45
0.36,78.18
0.00,0.94
5.37,21.24
0.45,6.70
0.23,77.51
0.12,66.89
0.02,51.17
0.87,137.15
0.05,146.67
0.23,43.34
2.86,61.94
0.49,20.30
0.97,59.69
0.70,68.33
0.06,78.91
246.38,2.88
36.58,2.62
0.00,25.78
0.66,42.47
2.45,18.40
0.13,55.44
63.09,70.16
0.17,120.14
0.42,54.59
0.00,22.45
99.08,29.00
24.73,94.69
0.09,23.23
0.12,25.70
0.40,25.17
0.66,18.26
1.25,147.77
5.29,9.84
27.13,50.93
0.00,67.56
62.31,34.80
4.60,148.58
1.20,63.35
1.02,42.28
2.03,43.42
16.92,35.16
436.03,23.14
4113.90,129.43
6.51,25.66
1.68,19.61
0.59,1.70
0.05,76.93
0.09,68.00
26.78,139.83
0.10,67.41
0.29,44.52
618.36,14.07
9.21,35.19
0.10,192.49
6.77,83.63
0.66,43.93
156.06,28.21
0.07,70.95
49.62,18.16
86.64,110.18
0.05,75.24
0.17,72.18
0.32,72.62
1.88,117.21
0.13,15.55
0.39,38.82
0.23,38.59
71.64,13.16
517.05,27.43
0.09,53.35
9.31,4.73
0.01,94.37
11.45,27.59
0.78,67.74
0.40,47.54
0.31,67.78
0.00,25.42
0.41,46.66
0.52,62.04
0.40,124.51
0.80,27.50
20.98,0.62
0.33,57.45
0.35,14.40
1.41,113.08
32.53,0.43
0.22,9.15
1.87,12.81
0.19,106.50
0.44,153.89
3.49,72.58
1.13,112.29
0.03,111.78
25.17,38.78
11.07,69.67
0.03,206.96
0.36,19.69
287.44,11.66
31.22,47.66
139.06,110.84
259.95,200.59
0.79,192.56
7.20,0.69
7.99,8.14
89.52,90.11
1.48,182.02
0.05,110.59
10.60,93.34
64.20,0.93
0.54,99.86
0.26,27.19
48.11,2.45
0.14,88.36
1.53,12.42
218.76,135.01
7.12,84.23
0.23,81.80
3.52,7.95
0.08,146.58
659.10,0.13
0.13,87.38
0.08,157.25
0.55,43.58
0.56,77.91
0.61,23.08
0.08,37.29
3.71,27.20
0.30,94.57
349.93,7.08
3.39,66.13
4.73,93.15
0.09,76.08
22821.26,84.73
0.62,46.98
18.53,32.48
3.12,170.64
70.05,16.49
0.87,5.76
0.41,14.71
1.33,67.11
0.31,73.78
0.23,172.36
0.17,29.60
1.98,22.24
1.45,70.15
0.11,26.74
2.32,142.58
0.54,49.73
0.91,79.10
0.11,205.35
1.34,73.13
1.09,64.44
35.20,6.71
